GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0050995	negative regulation of lipid catabolic process	biological_process	0.040812189	1	4	ENSAPLT00000002043	ADRA2A
GO:0051967	"negative regulation of synaptic transmission, glutamatergic"	biological_process	0.040812189	1	4	ENSAPLT00000004177	GRIK1
GO:0060054	positive regulation of epithelial cell proliferation involved in wound healing	biological_process	0.040812189	1	4	ENSAPLT00000016879	B4GALT1
GO:0060956	endocardial cell differentiation	biological_process	0.040812189	1	4	ENSAPLT00000014626	NRG1
GO:0061002	negative regulation of dendritic spine morphogenesis	biological_process	0.040812189	1	4	ENSAPLT00000010518	NLGN1
GO:0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	0.040812189	1	4	ENSAPLT00000002043	ADRA2A
GO:0070141	response to UV-A	biological_process	0.040812189	1	4	ENSAPLT00000003905	CCND1
GO:0070445	regulation of oligodendrocyte progenitor proliferation	biological_process	0.040812189	1	4	ENSAPLT00000004419	CDH2
GO:0071361	cellular response to ethanol	biological_process	0.040812189	1	4	ENSAPLT00000015781	ITPR2
GO:0071439	clathrin complex	cellular_component	0.040812189	1	4	ENSAPLT00000005726	CLTA
GO:0071813	lipoprotein particle binding	molecular_function	0.040812189	1	4	ENSAPLT00000002582	CDH13
GO:0090003	regulation of establishment of protein localization to plasma membrane	biological_process	0.040812189	1	4	ENSAPLT00000004972	PIK3R1
GO:0097104	postsynaptic membrane assembly	biological_process	0.040812189	1	4	ENSAPLT00000010518	NLGN1
GO:0097119	postsynaptic density protein 95 clustering	biological_process	0.040812189	1	4	ENSAPLT00000010518	NLGN1
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	biological_process	0.040812189	1	4	ENSAPLT00000004972	PIK3R1
GO:0005923	bicellular tight junction	cellular_component	0.042900916	3	75	"ENSAPLT00000003905, ENSAPLT00000014337, ENSAPLT00000012703"	"CCND1, MPDZ, CLDN10"
GO:0044297	cell body	cellular_component	0.04320864	2	32	"ENSAPLT00000005055, ENSAPLT00000014626"	"RPS6, NRG1"
GO:0009897	external side of plasma membrane	cellular_component	0.047384943	4	131	"ENSAPLT00000002582, ENSAPLT00000014626, ENSAPLT00000010518, ENSAPLT00000016879"	"CDH13, NRG1, NLGN1, B4GALT1"
GO:0000012	single strand break repair	biological_process	0.050753867	1	5	ENSAPLT00000016305	APTX
GO:0001739	sex chromatin	cellular_component	0.050753867	1	5	ENSAPLT00000002782	PHC1
GO:0002446	neutrophil mediated immunity	biological_process	0.050753867	1	5	ENSAPLT00000006672	LYST
GO:0002456	T cell mediated immunity	biological_process	0.050753867	1	5	ENSAPLT00000006672	LYST
GO:0004977	melanocortin receptor activity	molecular_function	0.050753867	1	5	ENSAPLT00000001486	MC4R
GO:0005161	platelet-derived growth factor receptor binding	molecular_function	0.050753867	1	5	ENSAPLT00000013011	PDGFC
GO:0005168	neurotrophin TRKA receptor binding	molecular_function	0.050753867	1	5	ENSAPLT00000004972	PIK3R1
GO:0006689	ganglioside catabolic process	biological_process	0.050753867	1	5	ENSAPLT00000008208	HEXB
GO:0007158	neuron cell-cell adhesion	biological_process	0.050753867	1	5	ENSAPLT00000010518	NLGN1
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	biological_process	0.050753867	1	5	ENSAPLT00000013011	PDGFC
GO:0007379	segment specification	biological_process	0.050753867	1	5	ENSAPLT00000004552	MLLT3
GO:0008366	axon ensheathment	biological_process	0.050753867	1	5	ENSAPLT00000014626	NRG1
GO:0021532	neural tube patterning	biological_process	0.050753867	1	5	ENSAPLT00000013331	PTCH1
GO:0030162	regulation of proteolysis	biological_process	0.050753867	1	5	ENSAPLT00000012446	TRAF3
GO:0030323	respiratory tube development	biological_process	0.050753867	1	5	ENSAPLT00000015651	PCSK5
GO:0031571	mitotic G1 DNA damage checkpoint	biological_process	0.050753867	1	5	ENSAPLT00000003905	CCND1
GO:0031643	positive regulation of myelination	biological_process	0.050753867	1	5	ENSAPLT00000014626	NRG1
GO:0032816	positive regulation of natural killer cell activation	biological_process	0.050753867	1	5	ENSAPLT00000006672	LYST
GO:0035418	protein localization to synapse	biological_process	0.050753867	1	5	ENSAPLT00000010518	NLGN1
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	biological_process	0.050753867	1	5	ENSAPLT00000002582	CDH13
GO:0042562	hormone binding	molecular_function	0.050753867	1	5	ENSAPLT00000016720	NPR3
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	biological_process	0.050753867	1	5	ENSAPLT00000004972	PIK3R1
GO:0043559	insulin binding	molecular_function	0.050753867	1	5	ENSAPLT00000004972	PIK3R1
GO:0044853	plasma membrane raft	cellular_component	0.050753867	1	5	ENSAPLT00000004419	CDH2
GO:0050927	positive regulation of positive chemotaxis	biological_process	0.050753867	1	5	ENSAPLT00000002582	CDH13
GO:0051782	negative regulation of cell division	biological_process	0.050753867	1	5	ENSAPLT00000013331	PTCH1
GO:0060019	radial glial cell differentiation	biological_process	0.050753867	1	5	ENSAPLT00000004419	CDH2
GO:0060076	excitatory synapse	cellular_component	0.050753867	1	5	ENSAPLT00000010518	NLGN1
GO:0070938	contractile ring	cellular_component	0.050753867	1	5	ENSAPLT00000004742	UTRN
GO:0071949	FAD binding	molecular_function	0.050753867	1	5	ENSAPLT00000010170	CYB5R3
GO:1903076	regulation of protein localization to plasma membrane	biological_process	0.050753867	1	5	ENSAPLT00000009446	STX7
GO:2000010	positive regulation of protein localization to cell surface	biological_process	0.050753867	1	5	ENSAPLT00000014626	NRG1
GO:0048146	positive regulation of fibroblast proliferation	biological_process	0.053437675	2	36	"ENSAPLT00000013011, ENSAPLT00000014912"	"PDGFC, NDUFS4"
GO:0008543	fibroblast growth factor receptor signaling pathway	biological_process	0.056116699	2	37	"ENSAPLT00000003084, ENSAPLT00000004392"	"FGF6, FGF19"
GO:0032869	cellular response to insulin stimulus	biological_process	0.058841895	2	38	"ENSAPLT00000004972, ENSAPLT00000004358"	"PIK3R1, unknow"
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	0.060593132	1	6	ENSAPLT00000003905	CCND1
GO:0000460	maturation of 5.8S rRNA	biological_process	0.060593132	1	6	ENSAPLT00000002396	MPHOSPH6
GO:0001678	cellular glucose homeostasis	biological_process	0.060593132	1	6	ENSAPLT00000004972	PIK3R1
GO:0001817	regulation of cytokine production	biological_process	0.060593132	1	6	ENSAPLT00000012446	TRAF3
GO:0002087	regulation of respiratory gaseous exchange by neurological system process	biological_process	0.060593132	1	6	ENSAPLT00000010518	NLGN1
GO:0004415	hyalurononglucosaminidase activity	molecular_function	0.060593132	1	6	ENSAPLT00000016377	unknow
GO:0006687	glycosphingolipid metabolic process	biological_process	0.060593132	1	6	ENSAPLT00000008208	HEXB
GO:0007196	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway	biological_process	0.060593132	1	6	ENSAPLT00000014497	GRM8
GO:0008273	"calcium, potassium:sodium antiporter activity"	molecular_function	0.060593132	1	6	ENSAPLT00000004834	SLC24A2
GO:0009101	glycoprotein biosynthetic process	biological_process	0.060593132	1	6	ENSAPLT00000016879	B4GALT1
GO:0010667	negative regulation of cardiac muscle cell apoptotic process	biological_process	0.060593132	1	6	ENSAPLT00000014626	NRG1
GO:0016079	synaptic vesicle exocytosis	biological_process	0.060593132	1	6	ENSAPLT00000004358	unknow
GO:0016574	histone ubiquitination	biological_process	0.060593132	1	6	ENSAPLT00000002782	PHC1
GO:0019953	sexual reproduction	biological_process	0.060593132	1	6	ENSAPLT00000008208	HEXB
GO:0021955	central nervous system neuron axonogenesis	biological_process	0.060593132	1	6	ENSAPLT00000008616	ARHGEF28
GO:0030818	negative regulation of cAMP biosynthetic process	biological_process	0.060593132	1	6	ENSAPLT00000014497	GRM8
GO:0031527	filopodium membrane	cellular_component	0.060593132	1	6	ENSAPLT00000004742	UTRN
GO:0032438	melanosome organization	biological_process	0.060593132	1	6	ENSAPLT00000006672	LYST
GO:0032790	ribosome disassembly	biological_process	0.060593132	1	6	ENSAPLT00000007543	GFM2
GO:0032983	kainate selective glutamate receptor complex	cellular_component	0.060593132	1	6	ENSAPLT00000004177	GRIK1
GO:0033572	transferrin transport	biological_process	0.060593132	1	6	ENSAPLT00000001222	REP15
GO:0035631	CD40 receptor complex	cellular_component	0.060593132	1	6	ENSAPLT00000012446	TRAF3
GO:0035810	positive regulation of urine volume	biological_process	0.060593132	1	6	ENSAPLT00000016720	NPR3
GO:0042267	natural killer cell mediated cytotoxicity	biological_process	0.060593132	1	6	ENSAPLT00000006672	LYST
GO:0042274	ribosomal small subunit biogenesis	biological_process	0.060593132	1	6	ENSAPLT00000005055	RPS6
GO:0043497	regulation of protein heterodimerization activity	biological_process	0.060593132	1	6	ENSAPLT00000014626	NRG1
GO:0045606	positive regulation of epidermal cell differentiation	biological_process	0.060593132	1	6	ENSAPLT00000013331	PTCH1
GO:0046512	sphingosine biosynthetic process	biological_process	0.060593132	1	6	ENSAPLT00000005027	ACER2
GO:0048702	embryonic neurocranium morphogenesis	biological_process	0.060593132	1	6	ENSAPLT00000010984	MTHFD1L
GO:0055012	ventricular cardiac muscle cell differentiation	biological_process	0.060593132	1	6	ENSAPLT00000014626	NRG1
GO:0060055	angiogenesis involved in wound healing	biological_process	0.060593132	1	6	ENSAPLT00000016879	B4GALT1
GO:0060396	growth hormone receptor signaling pathway	biological_process	0.060593132	1	6	ENSAPLT00000004972	PIK3R1
GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	biological_process	0.060593132	1	6	ENSAPLT00000013331	PTCH1
GO:2000096	"positive regulation of Wnt signaling pathway, planar cell polarity pathway"	biological_process	0.060593132	1	6	ENSAPLT00000004552	MLLT3
GO:2000727	positive regulation of cardiac muscle cell differentiation	biological_process	0.060593132	1	6	ENSAPLT00000014626	NRG1
GO:0030425	dendrite	cellular_component	0.061649293	3	87	"ENSAPLT00000005055, ENSAPLT00000004177, ENSAPLT00000014626"	"RPS6, GRIK1, NRG1"
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	biological_process	0.065090185	3	89	"ENSAPLT00000014450, ENSAPLT00000002582, ENSAPLT00000004419"	"CDH4, CDH13, CDH2"
GO:0008083	growth factor activity	molecular_function	0.066843249	3	90	"ENSAPLT00000013011, ENSAPLT00000003084, ENSAPLT00000004392"	"PDGFC, FGF6, FGF19"
GO:0001881	receptor recycling	biological_process	0.070331033	1	7	ENSAPLT00000001222	REP15
GO:0002021	response to dietary excess	biological_process	0.070331033	1	7	ENSAPLT00000001205	RMI1
GO:0006012	galactose metabolic process	biological_process	0.070331033	1	7	ENSAPLT00000016879	B4GALT1
GO:0006465	signal peptide processing	biological_process	0.070331033	1	7	ENSAPLT00000015651	PCSK5
GO:0006940	regulation of smooth muscle contraction	biological_process	0.070331033	1	7	ENSAPLT00000002043	ADRA2A
GO:0008210	estrogen metabolic process	biological_process	0.070331033	1	7	ENSAPLT00000010437	HSD17B4
GO:0010875	positive regulation of cholesterol efflux	biological_process	0.070331033	1	7	ENSAPLT00000013331	PTCH1
GO:0016342	catenin complex	cellular_component	0.070331033	1	7	ENSAPLT00000004419	CDH2
GO:0017156	calcium ion-dependent exocytosis	biological_process	0.070331033	1	7	ENSAPLT00000004358	unknow
GO:0022900	electron transport chain	biological_process	0.070331033	1	7	ENSAPLT00000014912	NDUFS4
GO:0030132	clathrin coat of coated pit	cellular_component	0.070331033	1	7	ENSAPLT00000005726	CLTA
GO:0030296	protein tyrosine kinase activator activity	molecular_function	0.070331033	1	7	ENSAPLT00000014626	NRG1
GO:0032040	small-subunit processome	cellular_component	0.070331033	1	7	ENSAPLT00000002648	FCF1
GO:0032230	"positive regulation of synaptic transmission, GABAergic"	biological_process	0.070331033	1	7	ENSAPLT00000004177	GRIK1
GO:0033120	positive regulation of RNA splicing	biological_process	0.070331033	1	7	ENSAPLT00000004972	PIK3R1
GO:0038036	sphingosine-1-phosphate receptor activity	molecular_function	0.070331033	1	7	ENSAPLT00000000811	S1PR3
GO:0042325	regulation of phosphorylation	biological_process	0.070331033	1	7	ENSAPLT00000010356	PPP1R14C
GO:0043220	Schmidt-Lanterman incisure	cellular_component	0.070331033	1	7	ENSAPLT00000014337	MPDZ
GO:0043560	insulin receptor substrate binding	molecular_function	0.070331033	1	7	ENSAPLT00000004972	PIK3R1
GO:0045294	alpha-catenin binding	molecular_function	0.070331033	1	7	ENSAPLT00000004419	CDH2
GO:0045295	gamma-catenin binding	molecular_function	0.070331033	1	7	ENSAPLT00000004419	CDH2
GO:0045499	chemorepellent activity	molecular_function	0.070331033	1	7	ENSAPLT00000014626	NRG1
GO:0048016	inositol phosphate-mediated signaling	biological_process	0.070331033	1	7	ENSAPLT00000015781	ITPR2
GO:0060736	prostate gland growth	biological_process	0.070331033	1	7	ENSAPLT00000007995	CYP19A1
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	biological_process	0.070331033	1	7	ENSAPLT00000014626	NRG1
GO:0090129	positive regulation of synapse maturation	biological_process	0.070331033	1	7	ENSAPLT00000016920	unknow
GO:0097264	self proteolysis	biological_process	0.070331033	1	7	ENSAPLT00000017151	unknow
GO:0009058	biosynthetic process	biological_process	0.079110175	2	45	"ENSAPLT00000012435, ENSAPLT00000001122"	"GLT1D1, NMNAT2"
GO:0007420	brain development	biological_process	0.079706155	3	97	"ENSAPLT00000014912, ENSAPLT00000014626, ENSAPLT00000013331"	"NDUFS4, NRG1, PTCH1"
GO:0001916	positive regulation of T cell mediated cytotoxicity	biological_process	0.079968607	1	8	ENSAPLT00000009446	STX7
GO:0005747	mitochondrial respiratory chain complex I	cellular_component	0.079968607	1	8	ENSAPLT00000014912	NDUFS4
GO:0009435	NAD biosynthetic process	biological_process	0.079968607	1	8	ENSAPLT00000001122	NMNAT2
GO:0010761	fibroblast migration	biological_process	0.079968607	1	8	ENSAPLT00000009357	TNS1
GO:0016486	peptide hormone processing	biological_process	0.079968607	1	8	ENSAPLT00000015651	PCSK5
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	0.079968607	1	8	ENSAPLT00000003905	CCND1
GO:0019370	leukotriene biosynthetic process	biological_process	0.079968607	1	8	ENSAPLT00000014329	unknow
GO:0032870	cellular response to hormone stimulus	biological_process	0.079968607	1	8	ENSAPLT00000002043	ADRA2A
GO:0042043	neurexin family protein binding	molecular_function	0.079968607	1	8	ENSAPLT00000010518	NLGN1
GO:0042277	peptide binding	molecular_function	0.079968607	1	8	ENSAPLT00000015651	PCSK5
GO:0042596	fear response	biological_process	0.079968607	1	8	ENSAPLT00000002043	ADRA2A
GO:0045333	cellular respiration	biological_process	0.079968607	1	8	ENSAPLT00000014912	NDUFS4
GO:0048038	quinone binding	molecular_function	0.079968607	1	8	ENSAPLT00000005593	HHIPL1
GO:0048703	embryonic viscerocranium morphogenesis	biological_process	0.079968607	1	8	ENSAPLT00000010984	MTHFD1L
GO:0060009	Sertoli cell development	biological_process	0.079968607	1	8	ENSAPLT00000010437	HSD17B4
GO:0060052	neurofilament cytoskeleton organization	biological_process	0.079968607	1	8	ENSAPLT00000008616	ARHGEF28
GO:0070493	thrombin receptor signaling pathway	biological_process	0.079968607	1	8	ENSAPLT00000016981	DGKQ
GO:0070528	protein kinase C signaling	biological_process	0.079968607	1	8	ENSAPLT00000016981	DGKQ
GO:2001223	negative regulation of neuron migration	biological_process	0.079968607	1	8	ENSAPLT00000014626	NRG1
GO:0005262	calcium channel activity	molecular_function	0.088372263	2	48	"ENSAPLT00000004834, ENSAPLT00000015781"	"SLC24A2, ITPR2"
GO:0002064	epithelial cell development	biological_process	0.089506882	1	9	ENSAPLT00000016879	B4GALT1
GO:0002224	toll-like receptor signaling pathway	biological_process	0.089506882	1	9	ENSAPLT00000012446	TRAF3
GO:0003351	epithelial cilium movement	biological_process	0.089506882	1	9	ENSAPLT00000002728	DNAI1
GO:0003376	sphingosine-1-phosphate signaling pathway	biological_process	0.089506882	1	9	ENSAPLT00000000811	S1PR3
GO:0004935	adrenergic receptor activity	molecular_function	0.089506882	1	9	ENSAPLT00000002043	ADRA2A
GO:0006672	ceramide metabolic process	biological_process	0.089506882	1	9	ENSAPLT00000005027	ACER2
GO:0016010	dystrophin-associated glycoprotein complex	cellular_component	0.089506882	1	9	ENSAPLT00000004742	UTRN
GO:0016327	apicolateral plasma membrane	cellular_component	0.089506882	1	9	ENSAPLT00000014337	MPDZ
GO:0016651	"oxidoreductase activity, acting on NAD(P)H"	molecular_function	0.089506882	1	9	ENSAPLT00000014912	NDUFS4
GO:0017166	vinculin binding	molecular_function	0.089506882	1	9	ENSAPLT00000004742	UTRN
GO:0019869	chloride channel inhibitor activity	molecular_function	0.089506882	1	9	ENSAPLT00000009446	STX7
GO:0030673	axolemma	cellular_component	0.089506882	1	9	ENSAPLT00000014626	NRG1
GO:0030857	negative regulation of epithelial cell differentiation	biological_process	0.089506882	1	9	ENSAPLT00000003905	CCND1
GO:0035102	PRC1 complex	cellular_component	0.089506882	1	9	ENSAPLT00000002782	PHC1
GO:0036312	phosphatidylinositol 3-kinase regulatory subunit binding	molecular_function	0.089506882	1	9	ENSAPLT00000004972	PIK3R1
GO:0040015	negative regulation of multicellular organism growth	biological_process	0.089506882	1	9	ENSAPLT00000013331	PTCH1
GO:0043274	phospholipase binding	molecular_function	0.089506882	1	9	ENSAPLT00000016981	DGKQ
GO:0055091	phospholipid homeostasis	biological_process	0.089506882	1	9	ENSAPLT00000006672	LYST
GO:0060563	neuroepithelial cell differentiation	biological_process	0.089506882	1	9	ENSAPLT00000004419	CDH2
GO:0090303	positive regulation of wound healing	biological_process	0.089506882	1	9	ENSAPLT00000002043	ADRA2A
GO:0030335	positive regulation of cell migration	biological_process	0.093555585	3	104	"ENSAPLT00000004972, ENSAPLT00000002043, ENSAPLT00000002582"	"PIK3R1, ADRA2A, CDH13"
GO:0006935	chemotaxis	biological_process	0.094717249	2	50	"ENSAPLT00000004750, ENSAPLT00000004742"	"UTRN, UTRN"
GO:0051897	positive regulation of protein kinase B signaling	biological_process	0.094717249	2	50	"ENSAPLT00000001739, ENSAPLT00000014626"	"TNFAIP8L3, NRG1"
GO:0008284	positive regulation of cell proliferation	biological_process	0.095113272	5	233	"ENSAPLT00000013011, ENSAPLT00000005027, ENSAPLT00000003084, ENSAPLT00000004392, ENSAPLT00000004853"	"PDGFC, ACER2, FGF6, FGF19, ESM1"
