ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB743584.1	150000	170000	1	-5.65401099708	93	93	miR-4064-5p_cin-miR-4064-5p,ENSAPLT00000007816,ENSAPLT00000008435	1,7,8	miRNA,<81141+SLC1A3,>54463+
KB743584.1	700000	730000	2	-4.57679975171	62	95	miR-4070-5p_cin-miR-4070-5p,novel_mir_454,miR-3681-5p_hsa-miR-3681-5p,ENSAPLT00000010670,ENSAPLT00000010710	1,1,1,7,8	miRNA,miRNA,miRNA,<107701-GDNF,>79762+EGFLAM
KB743584.1	850000	880000	2	-4.97516219839	92	121	miR-499a-5p_hsa-miR-499a-5p,miR-4786-5p_hsa-miR-4786-5p,ENSAPLT00000010710	1,1,3	miRNA,miRNA,EGFLAM
KB743593.1	0	20000	1	-4.24499848787	76	76	novel_mir_529,miR-4107-5p_cin-miR-4107-5p	1,1	miRNA,miRNA
KB743593.1	30000	80000	3	-4.48650029141	25	37	miR-383-5p_mmu-miR-383-5p,miR-454-3p_hsa-miR-454-3p,miR-454b_dre-miR-454b,miR-3668_hsa-miR-3668,miR-1992_cte-miR-1992,miR-1497e_odi-miR-1497e,miR-1986_hru-miR-1986,novel_mir_379,novel_mir_56	1,1,1,1,1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB743593.1	160000	180000	1	-5.70847399136	34	34	miR-3918_hsa-miR-3918,miR-3065-3p_rno-miR-3065-3p	1,1	miRNA,miRNA
KB743599.1	350000	370000	1	-4.25572922745	123	123	ENSAPLT00000005003	2	KIAA1328
KB743601.1	0	20000	1	-4.27689060403	72	72	ENSAPLT00000014126,miR-122_gga-miR-122,miR-122-5p_mmu-miR-122-5p	1,1,1	DCP2,miRNA,miRNA
KB743601.1	60000	80000	1	-4.48099776518	50	50	miR-1241_mml-miR-1241,ENSAPLT00000014280	1,2	miRNA,MCC
KB743601.1	180000	200000	1	-4.2490677344	104	104	miR-3956-5p_oar-miR-3956-5p,ENSAPLT00000014280,ENSAPLT00000014411	1,7,8	miRNA,<88681-MCC,>49628+YTHDC2
KB743601.1	440000	470000	2	-5.46027748046	104	113	miR-17-2-3p_rno-miR-17-2-3p,miR-305*_bmo-miR-305*,ENSAPLT00000014411,ENSAPLT00000014474	1,6,7,8	miRNA,miRNA,<178942+YTHDC2,>84486+KCNN2
KB743601.1	640000	660000	1	-4.62451630514	113	113	miR-4145-3p_cin-miR-4145-3p,ENSAPLT00000014474	1,7	miRNA,<31999+KCNN2
KB743627.1	0	20000	1	-5.04027419842	121	121	ENSAPLT00000005917,miR-4740-5p_hsa-miR-4740-5p,miR-2786_bmo-miR-2786	1,1,1	AP1B1,miRNA,miRNA
KB743658.1	20000	50000	2	-4.03305640448	56	80	miR-2172-3p_sme-miR-2172-3p,novel_mir_761,ENSAPLT00000007593	1,1,3	miRNA,miRNA,TBCA
KB743711.1	50000	70000	1	-6.97931265784	44	44	miR-315-5p_dme-miR-315-5p	6	miRNA
KB743763.1	0	40000	3	-4.41409628842	73	89	novel_mir_152,miR-2473_bta-miR-2473	1,1	miRNA,miRNA
KB743763.1	140000	170000	2	-5.20520067469	79	80			
KB743769.1	50000	80000	2	-4.17053693461	68	94	miR-1998_cte-miR-1998,miR-4270_hsa-miR-4270	1,1	miRNA,miRNA
KB743774.1	10000	40000	2	-4.47293797753	54	66	ENSAPLT00000016076,miR-548j_ptr-miR-548j,miR-3210_bmo-miR-3210,novel_mir_392,novel_mir_65	1,1,1,1,1	miRNA,miRNA,miRNA,miRNA
KB743778.1	70000	90000	1	-5.34267481073	68	68	miR-1010*_dps-miR-1010*,miR-4782-5p_hsa-miR-4782-5p,miR-301a_dre-miR-301a,miR-301a-3p_mmu-miR-301a-3p,miR-301b-3p_gga-miR-301b-3p,miR-301c_dre-miR-301c,ENSAPLT00000004950	1,1,1,1,1,1,4	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB743778.1	140000	160000	1	-4.308269095	91	91	miR-2363_bta-miR-2363,ENSAPLT00000004950,ENSAPLT00000005018	1,7,8	miRNA,<35234+,>53239-SNX18
KB743778.1	250000	270000	1	-4.87583432103	42	42	miR-4001b-5p_cin-miR-4001b-5p,ENSAPLT00000001594,ENSAPLT00000005092	1,7,8	miRNA,<20819-HSPB3,>62098+ARL15
KB743851.1	0	20000	1	-5.43897388288	50	50			
KB743851.1	40000	60000	1	-7.43693391831	31	31	miR-5615-5p_mmu-miR-5615-5p,miR-1416*_gga-miR-1416*	1,1	miRNA,miRNA
KB743852.1	20000	40000	1	-4.31123761575	24	24	miR-3503_sja-miR-3503,ENSAPLT00000006863	1,7	miRNA,<5258-
KB743863.1	0	20000	1	-6.31755820486	51	51	miR-1950_mmu-miR-1950	1	miRNA
KB743863.1	90000	110000	1	-4.67552276443	61	61			
KB743868.1	80000	100000	1	-13.2154142909	12	12	ENSAPLT00000009597	8	>159383-DTWD2
KB743868.1	260000	280000	1	-4.56943887871	76	76	miR-4797-5p_hsa-miR-4797-5p,ENSAPLT00000009597	1,2	miRNA,DTWD2
KB743873.1	10000	30000	1	-4.5518474478	32	32	ENSAPLT00000013725,miR-29a-5p_hsa-miR-29a-5p	1,1	ISL1,miRNA
KB743873.1	40000	60000	1	-4.601982159	37	37	miR-4607_pma-miR-4607,miR-106_gga-miR-106,miR-106*_oan-miR-106*,miR-106a_ssc-miR-106a,miR-106a-5p_hsa-miR-106a-5p,miR-4484_hsa-miR-4484,ENSAPLT00000013725	1,1,1,1,1,1,7	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<14949+ISL1
KB743891.1	570000	640000	6	-4.23487829071	90	114	ENSAPLT00000013251,ENSAPLT00000013286,miR-1396_oan-miR-1396,miR-2208a-3p_cel-miR-2208a-3p,novel_mir_870,miR-881_rno-miR-881	1,1,1,1,1,1	TTC33,PRKAA1,miRNA,miRNA,miRNA,miRNA
KB743958.1	80000	100000	1	-6.72470170666	54	54	miR-2806_bmo-miR-2806,miR-4219-5p_cin-miR-4219-5p,miR-1766_gga-miR-1766,miR-532-5p_rno-miR-532-5p,ENSAPLT00000016115	1,1,1,1,3	miRNA,miRNA,miRNA,miRNA,EPB41L4A
KB743958.1	290000	320000	2	-4.2338656648	47	147	ENSAPLT00000002649,novel_mir_851,miR-4029-5p_cin-miR-4029-5p,miR-54a_cbr-miR-54a,ENSAPLT00000001777	1,1,1,1,3	miRNA,miRNA,miRNA,APC
KB743958.1	340000	360000	1	-4.1256919963	64	64	ENSAPLT00000002669	7	<11143-REEP5
KB743961.1	0	30000	2	-4.5079231385	44	58	miR-96_mml-miR-96,miR-96-5p_hsa-miR-96-5p,miR-1306-5p_hsa-miR-1306-5p	1,1,1	miRNA,miRNA,miRNA
KB743964.1	0	20000	1	-4.7784433648	92	92	ENSAPLT00000016314	1	
KB743964.1	380000	400000	1	-5.52985033974	129	129	ENSAPLT00000016816,miR-2163-5p_sme-miR-2163-5p,miR-1829b_cel-miR-1829b	1,1,1	TARS,miRNA,miRNA
KB743964.1	440000	460000	1	-4.39101480145	156	156	miR-5445_aca-miR-5445,miR-4042-5p_cin-miR-4042-5p,miR-4499_hsa-miR-4499,ENSAPLT00000002531	1,1,1,2	miRNA,miRNA,miRNA,ADAMTS12
KB743964.1	480000	510000	2	-4.90187169038	133	143	ENSAPLT00000002531	3	ADAMTS12
KB743964.1	570000	600000	2	-4.69384538599	98	99	ENSAPLT00000003400,miR-191*_aca-miR-191*,miR-191-3p_mmu-miR-191-3p,miR-5125_mmu-miR-5125	1,1,1,1	RXFP3,miRNA,miRNA,miRNA
KB743985.1	20000	40000	1	-4.00270200961	50	50	miR-133b*_dre-miR-133b*,miR-1421z_oan-miR-1421z,miR-6-3p_dme-miR-6-3p,miR-3641-5p_dme-miR-3641-5p,miR-3820-3p_tca-miR-3820-3p,bantam-3p_dme-bantam-3p,miR-1421z_oan-miR-1421z	1,1,1,1,5,5,6	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB744024.1	70000	100000	2	-4.28247366898	44	98	miR-4139-5p_cin-miR-4139-5p,miR-335_rno-miR-335,miR-998-5p_dme-miR-998-5p,miR-302b_cfa-miR-302b	1,1,5,5	miRNA,miRNA,miRNA,miRNA
KB744056.1	40000	60000	1	-4.74342200375	17	17	miR-1224-3p_hsa-miR-1224-3p,miR-3925-5p_hsa-miR-3925-5p	1,1	miRNA,miRNA
KB744058.1	60000	80000	1	-4.53384604396	46	46	ENSAPLT00000002481	1	ILVBL
KB744065.1	30000	50000	1	-5.68468255377	60	60			
KB744065.1	180000	200000	1	-5.61473846266	20	20			
KB744065.1	240000	260000	1	-4.21250205877	46	46			
KB744087.1	180000	210000	2	-4.90614405223	71	77	miR-5135_mmu-miR-5135,miR-3680-5p_hsa-miR-3680-5p,novel_mir_448,miR-9-5p_cin-miR-9-5p,ENSAPLT00000002474,ENSAPLT00000003284	1,1,1,1,7,8	miRNA,miRNA,miRNA,miRNA,<12442+NNT,>132109-FGF10
KB744096.1	10000	30000	1	-6.70355588495	69	69	novel_mir_573,novel_mir_514,ENSAPLT00000001256,ENSAPLT00000007009	1,1,7,8	miRNA,miRNA,<8576+SMAD7,>1568-
KB744115.1	80000	120000	2	-4.74825836415	38	64	novel_mir_889,novel_mir_889,novel_mir_889,novel_mir_889,novel_mir_889	1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA
KB744127.1	380000	400000	1	-8.85763594902	14	14	miR-4035-3p_cin-miR-4035-3p,miR-4035-3p_cin-miR-4035-3p	1,1	miRNA,miRNA
KB744151.1	10000	40000	2	-6.12472271324	30	33			
KB744154.1	500000	520000	1	-11.7833118892	20	20	ENSAPLT00000010273	7	<89905-CTDSPL
KB744159.1	80000	100000	1	-4.16012654391	26	26	miR-548an_hsa-miR-548an,miR-3942-3p_hsa-miR-3942-3p,novel_mir_1145,novel_mir_1134,ENSAPLT00000013907	1,1,1,1,3	miRNA,miRNA,miRNA,miRNA,ITGA1
KB744159.1	180000	200000	1	-5.3546865402	46	46	ENSAPLT00000014571,miR-2543b*_dps-miR-2543b*	1,1	MOCS2,miRNA
KB744166.1	290000	310000	1	-4.5085162687	41	41	miR-350_cfa-miR-350,miR-1626*_gga-miR-1626*	1,1	miRNA,miRNA
KB744198.1	870000	890000	1	-4.00875157751	94	94	miR-103-1*_rno-miR-103-1*,miR-103-1-5p_mmu-miR-103-1-5p,ENSAPLT00000004160	1,1,7	miRNA,miRNA,<29111+GRIN2A
KB744198.1	980000	1010000	2	-6.65047234839	45	64	miR-3131_hsa-miR-3131,miR-2454*_bta-miR-2454*,ENSAPLT00000004160	1,1,7	miRNA,miRNA,<139111+GRIN2A
KB744246.1	40000	60000	1	-5.26598514818	43	43	novel_mir_1200,miR-1562_gga-miR-1562,ENSAPLT00000001016	1,1,7	miRNA,miRNA,<2116-
KB744255.1	80000	100000	1	-6.13800930408	107	107	miR-4052-5p_cin-miR-4052-5p,novel_mir_1146,ENSAPLT00000006484	1,1,2	miRNA,miRNA,TMEM135
KB744269.1	150000	170000	1	-5.91501239891	22	22			
KB744291.1	20000	40000	1	-4.58111330595	79	79			
KB744291.1	90000	110000	1	-4.20980896226	53	53	ENSAPLT00000008336	8	>120589-TBC1D16
KB744447.1	60000	90000	2	-4.07525373368	114	129	miR-4039-5p_cin-miR-4039-5p,miR-33b-3p_hsa-miR-33b-3p,miR-4315_hsa-miR-4315	1,1,1	miRNA,miRNA,miRNA
KB744484.1	30000	50000	1	-6.73712829143	34	34	miR-296_bta-miR-296,miR-4920_cel-miR-4920	1,1	miRNA,miRNA
KB744498.1	60000	80000	1	-7.28119071092	22	22	ENSAPLT00000014323	3	ZC3H7A
KB744524.1	100000	120000	1	-4.70143882117	39	39	miR-4005c-5p_cin-miR-4005c-5p	1	miRNA
KB744577.1	40000	60000	1	-4.24368539932	54	54	miR-2310_bta-miR-2310	1	miRNA
KB744577.1	110000	130000	1	-5.07503749892	47	47			
KB744638.1	110000	140000	2	-4.15616704366	35	65	miR-5450_aca-miR-5450,miR-2276_hsa-miR-2276,miR-3823-3p_tca-miR-3823-3p,ENSAPLT00000008438	1,1,1,2	miRNA,miRNA,miRNA,C1orf21
KB744638.1	250000	270000	1	-6.38300049346	43	43	ENSAPLT00000008449,miR-1352_oan-miR-1352	1,1	TSEN15,miRNA
KB744639.1	0	40000	3	-4.19733374384	49	72	miR-5439_aca-miR-5439,miR-1190_mmu-miR-1190,miR-1417_oan-miR-1417,ENSAPLT00000007678	1,1,1,4	miRNA,miRNA,miRNA,PDE8B
KB744639.1	70000	90000	1	-4.20434488728	44	44	ENSAPLT00000007678,ENSAPLT00000007962	3,4	PDE8B,WDR41
KB744639.1	140000	160000	1	-4.19541918551	24	24	miR-2148_sme-miR-2148,miR-3818-3p_tca-miR-3818-3p,ENSAPLT00000007962	1,1,7	miRNA,miRNA,<41664-WDR41
KB744645.1	40000	60000	1	-4.14867369936	14	14	miR-5586-3p_hsa-miR-5586-3p,miR-124d_sme-miR-124d,ENSAPLT00000006486	1,1,8	miRNA,miRNA,>11111+EFNA5
KB744673.1	30000	50000	1	-5.02509048944	12	12	ENSAPLT00000013812,ENSAPLT00000013906	7,8	<10197-,>40636-PRR5
KB744673.1	170000	190000	1	-4.18250142472	23	23	miR-1415_oan-miR-1415,miR-337-3p_hsa-miR-337-3p,ENSAPLT00000013906	1,1,7	miRNA,miRNA,<13360-PRR5
KB744673.1	480000	510000	2	-5.32873800517	31	41	miR-1467*_gga-miR-1467*	5	miRNA
KB744722.1	350000	370000	1	-5.51954901504	34	34	novel_mir_1184,ENSAPLT00000015323	1,7	miRNA,<73785+LMO4
KB744722.1	880000	900000	1	-5.04849092459	17	17	miR-1591_gga-miR-1591,ENSAPLT00000016017	1,3	miRNA,CCBL2
KB744722.1	990000	1010000	1	-5.02153909016	18	18	ENSAPLT00000016292,ENSAPLT00000001169	7,8	<32777+LRRC8C,>22616+LRRC8D
KB744884.1	10000	30000	1	-4.81989732158	62	62	miR-2116-5p_hsa-miR-2116-5p,miR-285_isc-miR-285	1,1	miRNA,miRNA
KB744900.1	30000	50000	1	-4.26502155546	44	44	miR-306-3p_dme-miR-306-3p,ENSAPLT00000013665	1,8	miRNA,>59569-MPPED1
KB744900.1	100000	120000	1	-5.6994477134	27	27	ENSAPLT00000013665	4	MPPED1
KB744900.1	350000	370000	1	-4.56267553033	41	41	ENSAPLT00000013895	2	SCUBE1
KB744943.1	80000	100000	1	-4.40852138905	65	65	ENSAPLT00000012605	1	LRRC4
KB744974.1	210000	230000	1	-5.37204966216	84	84	miR-1419a*_oan-miR-1419a*,ENSAPLT00000011401	1,3	miRNA,CRLF1
KB745003.1	180000	200000	1	-4.15916580159	25	25	ENSAPLT00000001201	1	EIF1B
KB745030.1	100000	140000	3	-4.42052112184	36	46	miR-184b_api-miR-184b,miR-33_gga-miR-33,miR-33-5p_tca-miR-33-5p,miR-33a_mml-miR-33a,miR-33a-5p_hsa-miR-33a-5p,miR-2973_tgu-miR-2973,miR-578_hsa-miR-578	1,1,1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB745082.1	20000	40000	1	-5.17743400483	54	54	miR-4943-5p_dme-miR-4943-5p	1	miRNA
KB745104.1	70000	120000	4	-4.07698504162	31	74	miR-2027_nve-miR-2027,miR-466d_rno-miR-466d,miR-3153_hsa-miR-3153,ENSAPLT00000003604,ENSAPLT00000003605,ENSAPLT00000003606	1,1,1,2,2,2	miRNA,miRNA,miRNA
KB745111.1	100000	120000	1	-4.35733597269	102	102	ENSAPLT00000008721	3	
KB745229.1	130000	150000	1	-4.14375218553	64	64			
KB745238.1	280000	300000	1	-4.6573488717	26	26	ENSAPLT00000003494	7	<45114+PARVG
KB745241.1	0	40000	3	-4.19439900787	34	57	novel_mir_813,miR-4772-5p_hsa-miR-4772-5p	1,1	miRNA,miRNA
KB745249.1	0	20000	1	-6.03475746242	55	55			
KB745249.1	30000	50000	1	-8.38040652284	41	41	miR-2816_bmo-miR-2816	1	miRNA
KB745249.1	80000	110000	2	-5.88299236704	36	40			
KB745353.1	20000	40000	1	-11.8961824032	11	11	miR-181b-1-3p_mmu-miR-181b-1-3p,miR-181b-3p_hsa-miR-181b-3p	1,1	miRNA,miRNA
KB745829.1	0	40000	3	-4.55010915067	48	72	miR-5359_asu-miR-5359,miR-1421p*_oan-miR-1421p*,miR-574-3p_hsa-miR-574-3p,miR-574-3p_hsa-miR-574-3p	1,1,1,6	miRNA,miRNA,miRNA,miRNA
KB746261.1	0	20000	1	-4.85565022911	57	57			
KB746343.1	130000	150000	1	-4.06365711486	40	40	ENSAPLT00000009125,miR-2818_bmo-miR-2818,miR-965_bmo-miR-965,ENSAPLT00000008973	1,1,1,3	IVNS1ABP,miRNA,miRNA,SWT1
KB746343.1	260000	290000	2	-4.42625565359	26	31	miR-4020b-5p_cin-miR-4020b-5p,miR-1788-5p_gga-miR-1788-5p,miR-5468_aca-miR-5468,miR-3479-5p_sja-miR-3479-5p,novel_mir_362,miR-2452_bta-miR-2452,miR-354_cel-miR-354,ENSAPLT00000009125,ENSAPLT00000001840	1,1,1,1,1,1,1,7,8	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<111883-IVNS1ABP,>2805+
KB746619.1	10000	30000	1	-4.3046346454	48	48	miR-301_gga-miR-301,miR-301b_aca-miR-301b,miR-85_cbr-miR-85,miR-347_rno-miR-347,novel_mir_324,miR-2292_bta-miR-2292	1,1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB746935.1	30000	50000	1	-5.38283689427	22	22	miR-223_rno-miR-223,miR-223-3p_hsa-miR-223-3p,ENSAPLT00000004378	1,1,8	miRNA,miRNA,>45298+C9orf72
KB746935.1	170000	190000	1	-5.71266294256	18	18	miR-3873-3p_tca-miR-3873-3p,miR-4268_hsa-miR-4268,miR-24b-5p_ola-miR-24b-5p,ENSAPLT00000004409,miR-2447_bta-miR-2447	1,1,1,4,6	miRNA,miRNA,miRNA,MOB3B,miRNA
KB749812.1	50000	70000	1	-4.50864405751	53	53			
KB751155.1	10000	70000	4	-4.64799542762	20	34	novel_mir_622,novel_mir_40,novel_mir_912,novel_mir_865,miR-2114-3p_hsa-miR-2114-3p,ENSAPLT00000015756	1,1,1,1,1,8	miRNA,miRNA,miRNA,miRNA,miRNA,>44375+DDX58			
¡°overlapcode¡± represent different situations that selected region overlap with genes.									
1: gene contained within region.									
2: region contained within gene.									
3: region overlaps 5¡¯-end of genes.									
4: region overlaps 3¡¯-end of genes.									
5: the 3¡¯-end of genes is within 1kb of region.									
6: the 5¡¯-end of genes is within 1kb of region									
7:the 3¡¯-end of genes is within 180kb of region (only show the nearest one)									
8:the 5¡¯-end of genes is within 180kb of region (only show the nearest one)									
"geneID represent gene symbol as the order of ""transcpt"","">"" represent this is the nearest gene locate in the 180kb downstream of the selected region.""<""represent this is the nearest gene locate in the 180kb upstream of the selected region."									
