ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB743020.1	1240000	1260000	1	-4.018473324	59	59	"miR-1798_gga-miR-1798,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,ENSAPLT00000010370"	"1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<32452+STS"
KB743023.1	20000	40000	1	-3.043133554	59	59	"miR-1b-3p_mmu-miR-1b-3p,miR-1420b_oan-miR-1420b"	"1,6"	"miRNA,miRNA"
KB743023.1	90000	120000	2	-3.08841928	61	62	"miR-1419c_oan-miR-1419c,miR-3296_bmo-miR-3296"	"1,1"	"miRNA,miRNA"
KB743024.1	20000	50000	2	-1.711874429	79	87	"ENSAPLT00000014042,miR-2375_bta-miR-2375"	"1,1"	"CDO1,miRNA"
KB743024.1	170000	190000	1	-1.851400212	63	63	"ENSAPLT00000015076,miR-2365_bta-miR-2365,miR-2575*_dps-miR-2575*"	"1,1,1"	"miRNA,miRNA"
KB743024.1	290000	320000	2	-1.681856397	35	39	"miR-2758_bmo-miR-2758,miR-355_crm-miR-355,ENSAPLT00000015099,ENSAPLT00000015153"	"1,1,7,8"	"miRNA,miRNA,<79303+COMMD10,>39918-SEMA6A"
KB743024.1	560000	590000	2	-2.011605546	42	43	"novel_mir_12,novel_mir_924,novel_mir_762,novel_mir_1037,ENSAPLT00000015153"	"1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,<135773-SEMA6A"
KB743024.1	690000	710000	1	-1.513612372	52	52			
KB743025.1	20000	50000	2	-4.159870841	80	82	"miR-4045-5p_cin-miR-4045-5p,miR-4768-3p_hsa-miR-4768-3p"	"1,1"	"miRNA,miRNA"
KB743027.1	50000	70000	1	-2.437118841	95	95			
KB743027.1	80000	100000	1	-3.094174773	29	29			
KB743027.1	160000	180000	1	-1.601517779	99	99	miR-516b-5p_hsa-miR-516b-5p	1	miRNA
KB743027.1	270000	290000	1	-2.968253548	51	51			
KB743028.1	170000	190000	1	-4.826938081	67	67			
KB743030.1	70000	110000	2	-1.534672838	42	46	"ENSAPLT00000012244,miR-465a-3p_mmu-miR-465a-3p,miR-19d_ola-miR-19d,miR-153_pma-miR-153"	"1,1,1,1"	"miRNA,miRNA,miRNA"
KB743045.1	1730000	1750000	1	-5.134563667	36	36	ENSAPLT00000011782	2	CERS6
KB743048.1	160000	190000	2	-1.613568718	200	218	"novel_mir_1111,miR-4485_hsa-miR-4485,ENSAPLT00000009811,ENSAPLT00000009831"	"1,1,7,8"	"miRNA,miRNA,<85006-,>149883-PIGG"
KB743048.1	290000	310000	1	-1.832485867	145	145	ENSAPLT00000009831	8	>29883-PIGG
KB743048.1	410000	490000	6	-1.795582034	24	183	"novel_mir_1228,miR-3264_bmo-miR-3264,miR-2808c_bmo-miR-2808c,miR-4210-5p_cin-miR-4210-5p,miR-3203*_bmo-miR-3203*,ENSAPLT00000009893"	"1,1,1,1,1,4"	"miRNA,miRNA,miRNA,miRNA,miRNA,GAK"
KB743048.1	1250000	1270000	1	-1.681620665	94	94	"miR-1354_gga-miR-1354,ENSAPLT00000014626"	"5,7"	"miRNA,<179150-NRG1"
KB743048.1	1500000	1530000	2	-2.014541662	252	253	novel_mir_911	1	miRNA
KB743049.1	40000	70000	2	-4.038662983	133	202	"ENSAPLT00000014617,ENSAPLT00000014999,miR-1414_oan-miR-1414,miR-754c_sme-miR-754c,miR-1636_gga-miR-1636,ENSAPLT00000014353,ENSAPLT00000015181"	"1,1,1,1,1,3,4"	"PIWIL2,POLR3D,miRNA,miRNA,miRNA,SLC39A14"
KB743051.1	20000	50000	2	-1.918498867	102	124	ENSAPLT00000006987	8	>42378-CKMT2
KB743052.1	0	20000	1	-2.236457535	55	55			
KB743052.1	120000	140000	1	-3.565663427	29	29			
KB743052.1	150000	170000	1	-1.662684214	16	16			
KB743065.1	260000	310000	4	-4.188537898	22	36	"miR-143_rno-miR-143,miR-143-3p_mmu-miR-143-3p,miR-4312_hsa-miR-4312,miR-135c_dre-miR-135c,miR-5612*_cin-miR-5612*,miR-561-3p_hsa-miR-561-3p,ENSAPLT00000004992"	"1,1,1,1,1,1,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,>1698+ARPP21"
KB743067.1	70000	90000	1	-2.700870619	48	48	miR-3857-3p_tca-miR-3857-3p	1	miRNA
KB743067.1	110000	130000	1	-1.517787542	44	44			
KB743073.1	1280000	1300000	1	-4.317368501	40	40	"ENSAPLT00000003613,ENSAPLT00000003554"	"4,5"	CACYBP
KB743074.1	40000	70000	2	-4.203914434	35	50	"novel_mir_1201,miR-2281-3p_dme-miR-2281-3p,ENSAPLT00000007126"	"1,1,8"	"miRNA,miRNA,>91522-SLITRK5"
KB743074.1	90000	110000	1	-7.16317444	48	48	"miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,ENSAPLT00000007126"	"1,1,8"	"miRNA,miRNA,>51522-SLITRK5"
KB743074.1	240000	270000	2	-4.135540759	63	71	"novel_mir_448,miR-3578_bta-miR-3578,let-7f-5p_hsa-let-7f-5p,novel_mir_522,ENSAPLT00000007126"	"1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,<75742-SLITRK5"
KB743074.1	310000	330000	1	-6.128907676	50	50	ENSAPLT00000007126	7	<145742-SLITRK5
KB743078.1	20000	40000	1	-4.001489975	28	28			
KB743080.1	70000	90000	1	-4.029260525	22	22	"miR-4956-5p_dme-miR-4956-5p,novel_mir_998,novel_mir_478"	"1,1,1"	"miRNA,miRNA,miRNA"
KB743080.1	120000	140000	1	-6.09543233	21	21	"miR-4762-3p_hsa-miR-4762-3p,miR-2714_cte-miR-2714"	"1,1"	"miRNA,miRNA"
KB743080.1	230000	260000	2	-5.244390631	38	70	"miR-5123_mmu-miR-5123,novel_mir_879,novel_mir_879,miR-7a-2-3p_mmu-miR-7a-2-3p"	"1,1,1,1"	"miRNA,miRNA,miRNA,miRNA"
KB743080.1	270000	300000	2	-4.53643428	24	41			
KB743087.1	340000	360000	1	-1.726161068	87	87	ENSAPLT00000004766	2	ADAMTS19
KB743087.1	420000	440000	1	-1.525537159	94	94	"ENSAPLT00000004766,ENSAPLT00000005180"	"7,8"	"<8789-ADAMTS19,>137474-ISOC1"
KB743087.1	540000	560000	1	-1.767239655	91	91	"miR-1325_oan-miR-1325,ENSAPLT00000004766,ENSAPLT00000005180"	"1,7,8"	"miRNA,<128789-ADAMTS19,>17474-ISOC1"
KB743087.1	570000	590000	1	-1.668404201	132	132	"ENSAPLT00000005180,miR-4256_hsa-miR-4256,miR-508-3p_hsa-miR-508-3p,miR-4683_hsa-miR-4683"	"1,1,1,1"	"ISOC1,miRNA,miRNA,miRNA"
KB743087.1	610000	640000	2	-2.419136303	156	167	"ENSAPLT00000000128,miR-959*_dps-miR-959*,ENSAPLT00000005242,miR-1546_sha-miR-1546"	"1,1,4,6"	"miRNA,SLC27A6,miRNA"
KB743087.1	720000	740000	1	-2.013347308	106	106	"ENSAPLT00000005525,ENSAPLT00000000373"	"7,8"	"<23114-SLC27A3,>128987-U1"
KB743098.1	170000	200000	2	-4.477046573	51	64	"miR-5346_asu-miR-5346,ENSAPLT00000005373,novel_mir_54,novel_mir_642"	"1,4,5,6"	"miRNA,CELF5,miRNA,miRNA"
KB743103.1	80000	100000	1	-7.729080216	156	156	"miR-1188-3p_rno-miR-1188-3p,ENSAPLT00000008468"	"1,4"	"miRNA,SEC62"
KB743120.1	220000	240000	1	-1.767243482	83	83	"miR-144*_oan-miR-144*,ENSAPLT00000011477"	"1,2"	"miRNA,SLC38A9"
KB743120.1	310000	330000	1	-1.926760734	108	108	"ENSAPLT00000012138,ENSAPLT00000012265"	"7,8"	"<10178+DDX4,>3064+IL31RA"
KB743120.1	410000	450000	3	-1.996823	119	185	"miR-1002_dps-miR-1002,miR-4965-5p_dme-miR-4965-5p,ENSAPLT00000013270,ENSAPLT00000013274"	"1,1,4,4"	"miRNA,miRNA"
KB743121.1	630000	650000	1	-4.026266787	88	88	"ENSAPLT00000000451,miR-1767_gga-miR-1767,miR-125b_sha-miR-125b,miR-125b*_rno-miR-125b*,miR-125b-2-3p_hsa-miR-125b-2-3p,miR-125_ame-miR-125,miR-125-5p_cin-miR-125-5p,miR-125a_dre-miR-125a,miR-125a-5p_mmu-miR-125a-5p,miR-125b-5p_mmu-miR-125b-5p,miR-125c_ola-miR-125c,miR-3921_hsa-miR-3921,miR-4324_hsa-miR-4324,miR-1279_hsa-miR-1279"	"1,1,1,1,1,1,1,1,1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743128.1	0	50000	4	-4.498304453	62	76	"miR-5594-5p_cel-miR-5594-5p,miR-513b_age-miR-513b,miR-4529-5p_hsa-miR-4529-5p,miR-575_hsa-miR-575,miR-3918_hsa-miR-3918"	"1,1,1,1,6"	"miRNA,miRNA,miRNA,miRNA,miRNA"
KB743128.1	60000	90000	2	-4.032677741	38	42			
KB743133.1	120000	150000	2	-4.030224757	47	67	"miR-5355*_asu-miR-5355*,miR-190b-3p_mmu-miR-190b-3p"	"1,1"	"miRNA,miRNA"
KB743133.1	180000	220000	3	-4.228505321	30	65	miR-3304a_bmo-miR-3304a	1	miRNA
KB743139.1	3080000	3100000	1	-4.583373644	64	64	ENSAPLT00000015832	7	<60292+CDH11
KB743146.1	0	20000	1	-4.554778343	78	78	"ENSAPLT00000001623,miR-3202_hsa-miR-3202,miR-1756a_gga-miR-1756a"	"1,1,1"	"SDR42E1,miRNA,miRNA"
KB743149.1	0	20000	1	-5.383177606	10	10	"miR-548av-5p_hsa-miR-548av-5p,ENSAPLT00000007957"	"1,4"	miRNA
KB743149.1	30000	50000	1	-4.770295101	14	14	"miR-198_lla-miR-198,ENSAPLT00000007957"	"1,3"	miRNA
KB743149.1	120000	160000	3	-4.062993207	29	37	"miR-4716-3p_hsa-miR-4716-3p,ENSAPLT00000008078,ENSAPLT00000008269"	"1,7,8"	"miRNA,<22435-PHF21B,>65354-"
KB743149.1	240000	270000	2	-4.181490089	49	55	"ENSAPLT00000000384,miR-1591_gga-miR-1591,miR-4217-3p_cin-miR-4217-3p,miR-1591_gga-miR-1591,miR-575_hsa-miR-575,miR-132_cfa-miR-132,miR-132-3p_mmu-miR-132-3p"	"1,1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743149.1	460000	490000	2	-4.179493565	22	33	"miR-1419b_oan-miR-1419b,ENSAPLT00000008661,ENSAPLT00000008990"	"1,7,8"	"miRNA,<31003-KIAA0930,>35304+UPK3A"
KB743149.1	530000	550000	1	-4.432185323	26	26	"miR-148a-5p_hsa-miR-148a-5p,ENSAPLT00000008990"	"1,3"	"miRNA,UPK3A"
KB743152.1	0	50000	3	-1.523674434	97	117	"miR-3879-5p_tca-miR-3879-5p,miR-1784_tgu-miR-1784,miR-2695_cte-miR-2695,ENSAPLT00000006348"	"1,1,1,8"	"miRNA,miRNA,miRNA,>87599+ERCC6L2"
KB743152.1	80000	100000	1	-1.78076108	49	49	"novel_mir_553,miR-963-3p_dme-miR-963-3p,ENSAPLT00000006348"	"1,1,8"	"miRNA,miRNA,>37599+ERCC6L2"
KB743170.1	30000	80000	4	-1.881372093	50	75	"miR-4052-5p_cin-miR-4052-5p,miR-3192_hsa-miR-3192,miR-4645-5p_hsa-miR-4645-5p,ENSAPLT00000012953"	"1,1,1,8"	"miRNA,miRNA,miRNA,>19192+TLE1"
KB743170.1	140000	160000	1	-1.501185091	76	76	"novel_mir_38,novel_mir_1109,novel_mir_755,ENSAPLT00000012953"	"1,1,1,2"	"miRNA,miRNA,miRNA,TLE1"
KB743171.1	190000	210000	1	-1.892836162	11	11	"ENSAPLT00000009178,miR-1988_lgi-miR-1988,miR-616-3p_hsa-miR-616-3p,miR-31_cte-miR-31,miR-72-5p_cel-miR-72-5p,ENSAPLT00000009176"	"1,1,1,1,1,2"	"SVEP1,miRNA,miRNA,miRNA,miRNA,SVEP1"
KB743171.1	260000	290000	2	-1.501530246	16	16	"miR-1245b-5p_hsa-miR-1245b-5p,ENSAPLT00000009176"	"1,3"	"miRNA,SVEP1"
KB743171.1	580000	600000	1	-3.52480894	21	21	"novel_mir_761,ENSAPLT00000010445,ENSAPLT00000010540"	"1,7,8"	"miRNA,<117537-LPAR1,>72381+"
KB743171.1	1060000	1080000	1	-2.694840607	31	31	"miR-3867-5p_tca-miR-3867-5p,miR-2828_bmo-miR-2828,miR-548w_hsa-miR-548w,ENSAPLT00000010861,miR-1325_oan-miR-1325"	"1,1,1,2,5"	"miRNA,miRNA,miRNA,ELAVL2,miRNA"
KB743171.1	1150000	1170000	1	-2.405509777	29	29	ENSAPLT00000010861	7	<46518-ELAVL2
KB743183.1	70000	90000	1	-4.774551562	44	44			
KB743183.1	550000	580000	2	-5.58538485	34	51	ENSAPLT00000015324	8	>6918+FOXG1
KB743183.1	600000	630000	2	-4.613153299	31	47	"miR-655-5p_oar-miR-655-5p,ENSAPLT00000015324"	"6,7"	"miRNA,<12127+FOXG1"
KB743183.1	1020000	1040000	1	-4.55231675	45	45	ENSAPLT00000015405	7	<60182-PRKD1
KB743193.1	140000	180000	3	-1.789919526	62	84	"miR-194-5p_mmu-miR-194-5p,ENSAPLT00000003488"	"1,8"	"miRNA,>104495+"
KB743197.1	1060000	1080000	1	-4.192924192	39	39	"novel_mir_695,ENSAPLT00000000731,ENSAPLT00000002682"	"1,7,8"	"miRNA,<161289-,>170525-DLK1"
KB743197.1	1220000	1250000	2	-4.911313706	24	38	"miR-5585-5p_hsa-miR-5585-5p,ENSAPLT00000002682"	"1,6"	"miRNA,DLK1"
KB743197.1	2790000	2810000	1	-4.685190221	79	79	"novel_mir_239,novel_mir_533"	"1,1"	"miRNA,miRNA"
KB743204.1	190000	210000	1	-4.608006736	78	78	ENSAPLT00000016336	8	>137956-BRD1
KB743204.1	1020000	1040000	1	-4.640864285	47	47			
KB743204.1	1370000	1400000	2	-4.237103778	68	72	miR-5104_mmu-miR-5104	1	miRNA
KB743216.1	50000	70000	1	-5.15129134	82	82	ENSAPLT00000006908	3	ASIC4
KB743217.1	1330000	1350000	1	-5.939798449	41	41	ENSAPLT00000007650	7	<8864-SMTNL2
KB743223.1	30000	90000	4	-1.56819656	57	86	"miR-4524a-5p_hsa-miR-4524a-5p,miR-15a-5p_hsa-miR-15a-5p,miR-4295_hsa-miR-4295,miR-344c-3p_mmu-miR-344c-3p,miR-554_ppy-miR-554,ENSAPLT00000007273"	"1,1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,miRNA"
KB743223.1	310000	340000	2	-1.538158261	59	112			
KB743226.1	730000	750000	1	-4.349394795	70	70	"miR-5604_cin-miR-5604,miR-27d_dre-miR-27d,novel_mir_1080,ENSAPLT00000008254"	"1,1,1,4"	"miRNA,miRNA,miRNA,GRK5"
KB743236.1	0	20000	1	-4.158710123	73	73	miR-2372_bta-miR-2372	1	miRNA
KB743236.1	30000	50000	1	-5.330865562	56	56	miR-92c-5p_tca-miR-92c-5p	1	miRNA
KB743237.1	80000	100000	1	-4.031591805	78	78	ENSAPLT00000013577	8	>34753-NFATC1
KB743242.1	10000	30000	1	-3.478697082	11	11	"miR-4314_hsa-miR-4314,ENSAPLT00000012098"	"1,8"	"miRNA,>4559-KIAA1045"
KB743254.1	0	20000	1	-1.806826014	59	59			
KB743254.1	40000	60000	1	-2.691843857	36	36	miR-4097-5p_cin-miR-4097-5p	1	miRNA
KB743270.1	40000	60000	1	-7.427971008	11	11			
KB743289.1	640000	660000	1	-1.779215203	91	91	"ENSAPLT00000002201,miR-3308*_bmo-miR-3308*"	"1,1"	"NFIL3,miRNA"
KB743292.1	110000	130000	1	-5.686302269	48	48	"miR-556-5p_hsa-miR-556-5p,miR-4476_hsa-miR-4476,ENSAPLT00000001050,ENSAPLT00000014755"	"1,1,7,8"	"miRNA,miRNA,<105844-,>116353-USP25"
KB743306.1	80000	100000	1	-4.09720185	63	63			
KB743335.1	920000	940000	1	-4.215075296	46	46	ENSAPLT00000001453	4	FRMPD2
KB743359.1	600000	620000	1	-4.745851564	104	104	"ENSAPLT00000008244,miR-2981_tgu-miR-2981,ENSAPLT00000008156"	"1,1,5"	"ECE2,miRNA,ALG3"
KB743359.1	650000	670000	1	-5.796026347	209	209	"ENSAPLT00000009320,ENSAPLT00000009375,novel_mir_438,miR-2961_tgu-miR-2961,ENSAPLT00000009928"	"1,1,1,1,6"	"FAM131A,CLCN2,miRNA,miRNA,CHRD"
KB743364.1	1200000	1240000	2	-4.143999021	47	68	"miR-2840_bmo-miR-2840,miR-1954_mmu-miR-1954,miR-2208b-3p_cel-miR-2208b-3p,miR-222b_oan-miR-222b,ENSAPLT00000013524"	"1,1,1,1,4"	"miRNA,miRNA,miRNA,miRNA,KDM3B"
KB743364.1	1270000	1300000	2	-4.211397329	81	85	"ENSAPLT00000002016,miR-3736_ame-miR-3736,novel_mir_441"	"1,1,1"	"EGR1,miRNA,miRNA"
KB743365.1	80000	100000	1	-6.154454265	84	84	"miR-2b*_bmo-miR-2b*,miR-218*_oan-miR-218*,ENSAPLT00000000085"	"1,1,8"	"miRNA,miRNA,>59835-SNORD123"
KB743371.1	180000	200000	1	-4.648596069	75	75	"miR-1834_cbr-miR-1834,miR-4989_egr-miR-4989,ENSAPLT00000001516"	"1,6,8"	"miRNA,miRNA,>2771-FLRT2"
KB743372.1	50000	80000	2	-4.755145883	365	373	"miR-1665_gga-miR-1665,novel_mir_677,miR-3207_bmo-miR-3207,novel_mir_677,novel_mir_914,miR-4739_hsa-miR-4739,ENSAPLT00000007952,ENSAPLT00000008514"	"1,1,1,1,1,1,3,4"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,HSF1"
KB743375.1	0	20000	1	-1.597609189	39	39			
KB743375.1	30000	60000	2	-1.82827352	32	38	"novel_mir_983,miR-25-5p_hsa-miR-25-5p"	"1,1"	"miRNA,miRNA"
KB743391.1	210000	230000	1	-5.70395585	54	54	"ENSAPLT00000010785,ENSAPLT00000010829"	"7,8"	"<19317+,>8287+DCLK3"
KB743391.1	380000	410000	2	-4.451942389	38	42	"miR-669d-5p_mmu-miR-669d-5p,miR-3125_hsa-miR-3125,ENSAPLT00000010855"	"1,1,3"	"miRNA,miRNA,STAC"
KB743391.1	540000	560000	1	-4.398918952	22	22	"miR-2486*_bta-miR-2486*,miR-1551_gga-miR-1551,ENSAPLT00000010855"	"1,5,7"	"miRNA,miRNA,<158577-STAC"
KB743410.1	310000	330000	1	-5.630409062	53	53	"miR-3370_bmo-miR-3370,miR-3865-5p_tca-miR-3865-5p"	"1,1"	"miRNA,miRNA"
KB743410.1	620000	650000	2	-4.544057058	60	76	"miR-932*_dps-miR-932*,ENSAPLT00000003064"	"1,7"	"miRNA,<41689+ZIC4"
KB743410.1	690000	740000	3	-4.843084779	63	86	"miR-2406_bta-miR-2406,miR-3778_ame-miR-3778,ENSAPLT00000003064"	"1,1,7"	"miRNA,miRNA,<111689+ZIC4"
KB743410.1	800000	830000	2	-4.081660639	79	98	"novel_mir_1025,ENSAPLT00000003427"	"1,8"	"miRNA,>90959+PLSCR5"
KB743410.1	840000	890000	4	-4.061402991	81	115	"miR-567_ppy-miR-567,miR-1421y_oan-miR-1421y,miR-1828_cel-miR-1828,novel_mir_160,ENSAPLT00000003427"	"1,1,1,1,8"	"miRNA,miRNA,miRNA,miRNA,>30959+PLSCR5"
KB743432.1	390000	410000	1	-1.562545198	174	174	"ENSAPLT00000005506,novel_mir_962,miR-2706_cte-miR-2706"	"1,1,1"	"IL11RA,miRNA,miRNA"
KB743433.1	60000	80000	1	-1.786252682	44	44	"miR-1783_gga-miR-1783,miR-626_ppy-miR-626,novel_mir_752,miR-4312_hsa-miR-4312,ENSAPLT00000004459"	"1,1,1,1,4"	"miRNA,miRNA,miRNA,miRNA,TLE4"
KB743433.1	200000	220000	1	-1.583788782	30	30	"miR-3119_hsa-miR-3119,novel_mir_1101,ENSAPLT00000004459"	"1,1,7"	"miRNA,miRNA,<40581+TLE4"
KB743433.1	240000	260000	1	-1.637689874	47	47	"miR-2062*_bfl-miR-2062*,miR-548w_hsa-miR-548w,ENSAPLT00000004459"	"1,1,7"	"miRNA,miRNA,<80581+TLE4"
KB743435.1	140000	160000	1	-6.96715895	19	19	"ENSAPLT00000015781,miR-130b_gga-miR-130b"	"2,5"	"ITPR2,miRNA"
KB743435.1	680000	700000	1	-4.42693565	23	23	ENSAPLT00000016636	1	LMNTD1
KB743435.1	960000	980000	1	-6.831009299	24	24	"miR-2410_bta-miR-2410,ENSAPLT00000017126"	"1,3"	"miRNA,LDHB"
KB743435.1	1440000	1460000	1	-4.702434557	25	25	"miR-4944-3p_dme-miR-4944-3p,miR-3959-3p_oar-miR-3959-3p,ENSAPLT00000002896"	"1,1,2"	"miRNA,miRNA,C2CD5"
KB743435.1	1590000	1610000	1	-4.333149078	17	17	ENSAPLT00000003146	7	<47790+ETNK1
KB743435.1	1650000	1670000	1	-4.069202528	20	20	"ENSAPLT00000003146,ENSAPLT00000003302"	"7,8"	"<107790+ETNK1,>153477-SOX5"
KB743435.1	1770000	1810000	3	-4.723662009	22	35	"miR-291b-5p_mmu-miR-291b-5p,miR-33*_lgi-miR-33*,miR-33-1*_aca-miR-33-1*,miR-5364_asu-miR-5364,ENSAPLT00000003302"	"1,1,1,5,8"	"miRNA,miRNA,miRNA,miRNA,>13477-SOX5"
KB743435.1	2270000	2290000	1	-5.143854839	43	43			
KB743442.1	100000	150000	4	-1.62687688	69	129	"miR-1497b_odi-miR-1497b,novel_mir_877,novel_mir_948"	"1,5,5"	"miRNA,miRNA,miRNA"
KB743442.1	160000	180000	1	-1.690261391	64	64	miR-3094-5p_mmu-miR-3094-5p	1	miRNA
KB743446.1	980000	1000000	1	-4.313501095	150	150	"ENSAPLT00000012154,ENSAPLT00000012622"	"1,1"	"CORO1A,ANKRD13D"
KB743448.1	60000	80000	1	-1.531497473	49	49			
KB743454.1	80000	100000	1	-6.366127374	170	170	"ENSAPLT00000010641,miR-1576_gga-miR-1576,miR-4466_hsa-miR-4466,novel_mir_1180,ENSAPLT00000010700"	"1,1,1,1,4"	"POLL,miRNA,miRNA,miRNA,DPCD"
KB743466.1	100000	140000	3	-1.540816232	36	64	"miR-5402*_aca-miR-5402*,miR-2325b_bta-miR-2325b,miR-4077a-5p_cin-miR-4077a-5p,miR-3278_bmo-miR-3278,miR-25-5p_hsa-miR-25-5p,miR-18a_gga-miR-18a,miR-18a-5p_hsa-miR-18a-5p,miR-3578_bta-miR-3578,miR-1837_cfa-miR-1837,miR-55*_crm-miR-55*,miR-509a_age-miR-509a,ENSAPLT00000015476"	"1,1,1,1,1,1,1,1,1,1,1,2"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,GLIS3"
KB743466.1	210000	230000	1	-2.351055035	49	49	"miR-1422k-3p_oan-miR-1422k-3p,miR-4463_hsa-miR-4463,ENSAPLT00000015476,ENSAPLT00000015672"	"1,1,7,8"	"miRNA,miRNA,<16061-GLIS3,>62725+SLC1A1"
KB743472.1	20000	40000	1	-1.632666941	76	76	"miR-608_hsa-miR-608,miR-4738-3p_hsa-miR-4738-3p,miR-1803_tgu-miR-1803,ENSAPLT00000003815"	"1,1,1,8"	"miRNA,miRNA,miRNA,>2687+ST8SIA4"
KB743486.1	60000	80000	1	-1.509889426	92	92	ENSAPLT00000006914	1	
KB743497.1	90000	110000	1	-2.106301276	92	92	"miR-4218-5p_cin-miR-4218-5p,miR-3970_mmu-miR-3970,miR-1371_oan-miR-1371"	"1,1,1"	"miRNA,miRNA,miRNA"
KB743497.1	160000	220000	4	-2.167676082	61	79	"novel_mir_516,miR-3786_ame-miR-3786"	"1,1"	"miRNA,miRNA"
KB743520.1	490000	520000	2	-4.383485653	57	65	"ENSAPLT00000011385,ENSAPLT00000011580"	"3,4"	
KB743520.1	790000	810000	1	-4.197401684	112	112	ENSAPLT00000011580	7	<137008+
KB743537.1	0	20000	1	-5.582490535	27	27	"novel_mir_975,novel_mir_435,novel_mir_578,ENSAPLT00000006922"	"1,1,1,8"	"miRNA,miRNA,miRNA,>25528-EPDR1"
KB743563.1	40000	60000	1	-5.092538149	42	42			
KB743572.1	60000	90000	2	-1.844281263	76	114	"let-7e-5p_hsa-let-7e-5p,ENSAPLT00000009739,ENSAPLT00000010027"	"1,7,8"	"miRNA,<21834-SLCO4C1,>94940+PAM"
KB743572.1	230000	260000	2	-1.764160264	60	88	"miR-684_mmu-miR-684,miR-2036*_nve-miR-2036*,miR-3524_gga-miR-3524,ENSAPLT00000010027"	"1,1,1,2"	"miRNA,miRNA,miRNA,PAM"
KB743572.1	320000	340000	1	-1.589943247	36	36	"miR-122b_gga-miR-122b,ENSAPLT00000010637,ENSAPLT00000010640"	"1,3,3"	"miRNA,PPIP5K2,PPIP5K2"
KB743572.1	420000	460000	3	-1.527340935	47	71	"miR-571_ptr-miR-571,ENSAPLT00000010867,miR-3001_bmo-miR-3001"	"1,3,6"	"miRNA,miRNA"
KB743572.1	560000	590000	2	-2.152798734	34	37	ENSAPLT00000010883	7	<87892-NUDT12
KB743575.1	210000	240000	2	-4.320124615	13	30	"novel_mir_978,ENSAPLT00000013146"	"1,2"	"miRNA,PHACTR1"
KB743575.1	280000	300000	1	-4.196353008	39	39	ENSAPLT00000013146	7	<25867-PHACTR1
KB743575.1	520000	540000	1	-4.034736813	46	46	"miR-875_mdo-miR-875,ENSAPLT00000000561,ENSAPLT00000000097"	"5,7,8"	"miRNA,<39111-,>25150+U6"
KB743575.1	630000	660000	2	-4.550620967	61	64	"miR-4303_hsa-miR-4303,miR-311c_der-miR-311c,miR-217-5p_mmu-miR-217-5p,ENSAPLT00000013225,ENSAPLT00000013234"	"1,1,1,7,8"	"miRNA,miRNA,miRNA,<4326-EDN1,>1807-HIVEP1"
